utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m),y_error  (m)
9/9/2025 9:31,-0.116816433,-0.176545456,0.131650861,-0.008910731,
9/9/2025 9:41,-0.037415668,-0.181619123,0.156894337,-0.008910701,
9/9/2025 9:51,-0.08473658,-0.156930279,0.099962475,0.025989698,
9/9/2025 10:46,-0.299352111,-0.69893685,0.331300315,0.042697461,
9/9/2025 10:51,-0.023785245,-0.110486342,0.043384634,-0.026360961,
9/9/2025 11:01,-0.055009611,-0.078044552,-0.001801237,-0.023806699,
9/9/2025 11:11,-0.065203913,-0.069992254,0.010225292,-0.006356499,
9/9/2025 11:21,-0.092393743,-0.083031278,-0.013661429,-0.006356499,
9/9/2025 11:31,-0.038481459,-0.027932729,0.020779736,-0.006356499,
9/9/2025 11:41,-0.004810769,-0.092135196,0.05240944,-0.02123448,
9/3/2025 10:21,-0.085093127,0.038818173,0.082895838,-0.006356499,
9/3/2025 10:31,-0.098011992,0.039264336,0.114348378,0.01109373,
9/3/2025 10:41,-0.107813045,0.054687735,0.132517305,-0.006356499,
9/3/2025 10:51,-0.06251346,0.02046125,0.072510837,-0.006356499,
9/3/2025 12:01,-0.099226913,-0.029361427,0.093226715,-0.006356499,
9/3/2025 12:11,-0.047000158,-0.011954684,0.122662981,0.01109373,
9/3/2025 13:21,-0.260877719,-0.091754563,0.16027372,0.023435466,
9/3/2025 13:31,0.034080828,-0.087099403,0.105749086,-0.014019165,
9/3/2025 13:41,-0.166154541,-0.051300939,0.06385389,0.023435466,
9/3/2025 13:51,-0.196628107,-0.07414658,0.065460388,-0.011464963,
9/3/2025 14:01,-0.165072372,-0.045122795,0.02148753,-0.011464963,
9/3/2025 15:31,-0.159982871,-0.08785478,-0.057381164,-0.046365422,
9/3/2025 15:41,-0.166797161,-0.088235419,-0.064707786,-0.028915162,
9/4/2025 17:51,-0.145059071,0.132950215,0.067882702,-0.008910731,
9/4/2025 18:01,-0.211467613,0.106881801,0.098722767,-0.026360931,
9/4/2025 20:41,-0.187609674,0.112088744,-0.189741187,-0.02123451,
9/4/2025 22:01,-0.137998149,0.037673879,-0.184002347,0.038778844,
9/4/2025 22:11,-0.191218025,0.019640166,-0.242282348,0.036224642,
9/4/2025 23:31,-0.12898493,-0.07481128,-0.131789273,-0.00378428,
9/4/2025 23:41,-0.149323838,-0.086206459,-0.172971306,0.013665949,
9/4/2025 23:51,-0.244710792,-0.122379158,-0.167883614,0.013665919,
9/6/2025 1:01,0.013908878,0.134659275,-0.067289431,0.003878415,
9/6/2025 1:11,0.019546565,0.06171583,-0.067408971,0.021328644,
9/6/2025 1:21,0.059832983,0.056043431,-0.039315034,0.018774413,
9/6/2025 1:31,0.011891365,0.078088701,-0.076481938,0.036224612,
9/6/2025 2:51,-0.0344739,0.048375752,-0.103029653,-0.008910731,
9/6/2025 3:01,0.019743845,0.017248999,-0.057545797,-0.008910731,
9/6/2025 3:11,-0.111109197,0.096914606,-0.133015411,-0.008910731,
9/6/2025 3:21,0.000614561,-0.004636142,-0.066873027,-0.008910731,
9/6/2025 3:31,0.02598948,0.046965871,-0.054773212,0.008539498,
9/6/2025 3:41,-0.088868253,0.112274762,-0.12737477,0.025989728,
9/6/2025 3:51,-0.059354763,0.051837355,-0.106131578,0.005985237,
9/6/2025 4:01,-0.160149522,0.103794303,-0.162567098,0.020881264,
9/6/2025 10:11,-0.090801383,0.010562062,0.111598736,0.028543929,
9/6/2025 10:21,-0.074041625,0.012991324,0.054791288,0.008539498,
9/6/2025 10:31,-0.092052122,-0.030021388,0.092020241,-0.008910731,
9/6/2025 10:41,-0.171241526,-0.113054205,0.219488008,-0.028915192,
9/6/2025 10:51,-0.082829826,-0.063609958,0.077884307,-0.026360931,
9/6/2025 12:21,-0.064752941,-0.057521988,0.034512933,0.01109373,
9/6/2025 12:31,-0.238354216,-0.13660996,0.017611094,0.028543959,
9/6/2025 12:41,-0.119778709,-0.178298321,0.089388903,-0.006356499,
9/6/2025 12:51,-0.161650727,-0.141935518,-0.016236544,-0.006356499,
9/7/2025 13:41,-0.036200721,0.092313632,0.133444638,-0.026360961,
9/7/2025 13:51,-0.08211185,0.074631248,0.103968316,-0.026360931,
9/7/2025 14:01,-0.067845948,0.076898634,0.1039284,-0.006356499,
9/7/2025 14:11,-0.041462287,0.051013362,0.137734718,0.01109373,
9/7/2025 14:21,-0.087296899,0.042560622,0.165440805,-0.006356499,
9/7/2025 14:31,-0.130934495,0.093202226,0.225417065,-0.006356499,
9/7/2025 14:41,-0.153532878,0.063890276,0.161266778,-0.00378428,
9/7/2025 14:51,-0.137262445,0.093835443,0.132474352,-0.00635647,
9/7/2025 15:01,-0.144461568,0.122471364,0.143217292,-0.006356499,
9/7/2025 15:11,-0.148846943,0.04637997,0.151511321,0.01109373,
9/7/2025 15:21,-0.230035815,0.106927201,0.18373343,0.0110937,
9/7/2025 15:31,-0.190977547,0.07539133,0.118275603,0.008539498,
9/7/2025 15:41,-0.182637148,0.058358487,0.136019353,0.025989698,
9/7/2025 17:31,-0.1636406,0.072720733,0.025637303,0.025989728,
9/7/2025 17:41,-0.208675927,0.07556681,-0.029935218,-0.011464963,
9/7/2025 19:01,-0.244238015,0.052564673,-0.148898173,0.008539498,
9/7/2025 20:11,-0.206648063,-0.001829769,-0.239932971,0.048566378,
9/7/2025 20:21,-0.142795103,-0.015222982,-0.220833858,0.048566378,
9/7/2025 20:31,-0.08177105,-0.037739679,-0.098174774,0.01109373,
9/7/2025 20:41,-0.154241551,-0.017986298,-0.243364867,0.01109373,
9/7/2025 20:51,-0.130916173,-0.060018655,-0.228665477,0.028543929,
9/7/2025 21:01,-0.163236763,-0.083755936,-0.245010105,-0.00635647,
9/7/2025 21:11,-0.052220766,-0.044118311,-0.118435729,0.025989698,
9/7/2025 21:21,-0.114157105,-0.082726426,-0.212642066,0.008539498,
9/7/2025 21:31,-0.02066721,-0.049403172,-0.150673048,0.025989698,
9/7/2025 21:41,-0.186244344,-0.136665341,-0.182066269,0.005985266,
9/7/2025 21:51,-0.123883415,-0.14812921,-0.164790332,-0.011464963,
9/8/2025 22:31,0.029121075,0.032545315,0.016111329,0.016220181,
9/8/2025 22:41,-0.038042733,0.146215316,-0.056968082,-0.018680278,
9/8/2025 22:51,0.008932024,0.185868256,-0.108087491,-0.018680248,
9/8/2025 23:01,0.00496231,0.068845915,-0.106956288,-0.033576246,
9/9/2025 0:21,-0.061376698,0.082879949,-0.108932456,0.018774383,
9/9/2025 0:31,0.015138865,0.052008424,-0.094498529,0.03367041,
9/9/2025 0:45,-0.014519066,0.060737919,-0.099629695,0.016220181,
9/9/2025 0:51,-0.068383817,0.096658062,-0.136220684,0.016220151,
9/9/2025 1:01,-0.058625311,0.055791996,-0.119239857,0.03367041,
9/9/2025 2:21,-0.029576071,0.037743051,-0.031551957,0.028543929,
9/9/2025 2:31,-0.043833781,0.007338881,-0.075683584,-0.006356499,
9/9/2025 7:21,-0.027793797,-0.017494865,0.011779573,-0.011464963,
9/9/2025 7:31,-0.067524446,0.046657521,0.056111248,-0.008910701,
9/9/2025 7:41,-0.059895258,0.019597091,0.016548015,-0.008910731,
9/9/2025 7:51,-0.068491114,-0.006634057,0.082892074,-0.026360961,
9/9/2025 8:01,-0.091693243,-0.016479865,0.089440134,-0.008910701,
9/9/2025 8:11,-0.015437551,0.032966163,0.03892089,-0.008910731,
9/9/2025 8:21,-0.121701119,-0.068245493,0.170589936,-0.008910731,
9/9/2025 8:31,-0.074666684,-0.062196385,0.129781642,-0.008910731,
9/9/2025 8:41,-0.068207474,-0.079686783,0.123875941,-0.026360931,
9/9/2025 8:51,-0.070588578,-0.105716322,0.164463204,-0.008910731,
9/9/2025 9:01,-0.139956217,-0.108001102,0.167015402,0.008539498,
9/9/2025 9:11,-0.071906816,-0.140865732,0.130012425,0.008539468,
9/9/2025 9:21,-0.067492781,-0.169500746,0.15982517,0.008539498,
9/9/2025 9:31,-0.116816433,-0.176545456,0.131650861,-0.008910731,
9/9/2025 9:41,-0.037415668,-0.181619123,0.156894337,-0.008910701,
9/9/2025 10:51,-0.023785245,-0.110486342,0.043384634,-0.026360961,
9/9/2025 11:01,-0.055009611,-0.078044552,-0.001801237,-0.023806699,
9/9/2025 11:11,-0.065203913,-0.069992254,0.010225292,-0.006356499,
9/9/2025 11:21,-0.092393743,-0.083031278,-0.013661429,-0.006356499,
9/9/2025 11:31,-0.038481459,-0.027932729,0.020779736,-0.006356499,
9/9/2025 11:41,-0.004810769,-0.092135196,0.05240944,-0.02123448,
